"","from","to","freq"
"2980","FAR","MCI",1
"2981","FLL","MCI",60
"2982","IAD","MCI",313
"2983","IAH","MCI",2516
"2984","ICT","MCI",1
"2985","IND","MCI",1069
"2986","JAX","MCI",226
"2987","LAS","MCI",1913
"2988","LAX","MCI",1338
"2989","MCO","MCI",1349
"2990","MDW","MCI",3885
"2991","MEM","MCI",981
"2992","MIA","MCI",65
"2993","MKE","MCI",2
"2994","MSN","MCI",249
"2995","MSP","MCI",1976
"2996","MSY","MCI",461
"2997","OAK","MCI",684
"2998","OKC","MCI",1144
"2999","ONT","MCI",302
"3000","ORD","MCI",3900
"3001","PDX","MCI",366
"3002","PHX","MCI",2140
"3003","PIT","MCI",266
"3004","RDU","MCI",652
"3005","RSW","MCI",5
"3006","SAN","MCI",686
"3007","SAT","MCI",578
"3008","SEA","MCI",365
"3009","SLC","MCI",1051
"3010","SMF","MCI",306
"3011","STL","MCI",1785
"3012","TPA","MCI",699
"3013","TUL","MCI",806
"3014","TUS","MCI",230
"3015","TYS","MCI",1
"3016","ATL","MCN",652
"3017","ABQ","MCO",730
"3018","ALB","MCO",1037
"3019","ATL","MCO",9613
"3020","AUS","MCO",632
"3021","AVL","MCO",47
"3022","BDL","MCO",1755
"3023","BHM","MCO",1196
"3024","BMI","MCO",173
"3025","BNA","MCO",1798
"3026","BOS","MCO",3474
"3027","BQN","MCO",492
"3028","BTV","MCO",346
"3029","BUF","MCO",1876
"3030","BWI","MCO",4926
"3031","CAK","MCO",371
"3032","CLE","MCO",1915
"3033","CLT","MCO",3277
"3034","CMH","MCO",1074
"3035","CVG","MCO",1305
"3036","DAB","MCO",1
"3037","DAY","MCO",416
"3038","DCA","MCO",1845
"3039","DEN","MCO",3015
"3040","DFW","MCO",4114
"3041","DTW","MCO",3481
"3042","EWR","MCO",4978
"3043","EYW","MCO",35
"3044","FLL","MCO",2095
"3045","FNT","MCO",455
"3046","GRR","MCO",128
"3047","GSO","MCO",19
"3048","GSP","MCO",90
"3049","HOU","MCO",1753
"3050","HPN","MCO",1485
"3051","HSV","MCO",248
"3052","IAD","MCO",4244
"3053","IAH","MCO",2494
"3054","IND","MCO",2298
"3055","ISP","MCO",2105
"3056","JAN","MCO",381
"3057","JFK","MCO",5373
"3058","LAS","MCO",1076
"3059","LAX","MCO",1725
"3060","LEX","MCO",39
"3061","LGA","MCO",3158
"3062","LIT","MCO",1
"3063","MCI","MCO",1349
"3064","MDT","MCO",42
"3065","MDW","MCO",3568
"3066","MEM","MCO",1432
"3067","MHT","MCO",1605
"3068","MIA","MCO",2195
"3069","MKE","MCO",830
"3070","MLI","MCO",172
"3071","MSP","MCO",1931
"3072","MSY","MCO",1566
"3073","OKC","MCO",9
"3074","OMA","MCO",9
"3075","ORD","MCO",3798
"3076","ORF","MCO",753
"3077","PDX","MCO",236
"3078","PFN","MCO",196
"3079","PHF","MCO",361
"3080","PHL","MCO",7032
"3081","PHX","MCO",1039
"3082","PIT","MCO",2470
"3083","PNS","MCO",366
"3084","PSE","MCO",347
"3085","PVD","MCO",2148
"3086","PWM","MCO",459
"3087","RDU","MCO",1738
"3088","RIC","MCO",515
"3089","ROC","MCO",700
"3090","RSW","MCO",1414
"3091","SAN","MCO",13
"3092","SAT","MCO",744
"3093","SDF","MCO",533
"3094","SEA","MCO",731
"3095","SFO","MCO",366
"3096","SJU","MCO",2415
"3097","SLC","MCO",687
"3098","STL","MCO",2421
"3099","SWF","MCO",835
"3100","SYR","MCO",391
"3101","TLH","MCO",219
"3102","TPA","MCO",1
"3103","TUL","MCO",9
"3104","TYS","MCO",125
"3105","ATL","MDT",1789
"3106","CLE","MDT",58
"3107","CLT","MDT",1144
"3108","CVG","MDT",1007
"3109","DFW","MDT",272
"3110","DTW","MDT",543
"3111","IAD","MDT",984
"3112","MCO","MDT",42
"3113","MSP","MDT",197
"3114","ORD","MDT",1552
"3115","ABQ","MDW",730
"3116","ALB","MDW",730
"3117","ATL","MDW",3256
"3118","AUS","MDW",712
"3119","BDL","MDW",1028
"3120","BHM","MDW",709
"3121","BNA","MDW",2993
"3122","BOS","MDW",344
"3123","BUF","MDW",1276
"3124","BWI","MDW",2809
"3125","CLE","MDW",2561
"3126","CLT","MDW",13
"3127","CMH","MDW",2643
"3128","DEN","MDW",4338
"3129","DTW","MDW",3179
"3130","EWR","MDW",279
"3131","FLL","MDW",1622
"3132","HOU","MDW",2054
"3133","IAD","MDW",2075
"3134","IND","MDW",1333
"3135","ISP","MDW",1427
"3136","JAN","MDW",677
"3137","LAS","MDW",3836
"3138","LAX","MDW",2388
"3139","LIT","MDW",383
"3140","MCI","MDW",3850
"3141","MCO","MDW",3565
"3142","MHT","MDW",1643
"3143","MIA","MDW",133
"3144","MSP","MDW",1367
"3145","MSY","MDW",390
"3146","OAK","MDW",1720
"3147","OMA","MDW",2045
"3148","ORF","MDW",731
"3149","PDX","MDW",894
"3150","PHL","MDW",2652
"3151","PHX","MDW",2795
"3152","PIT","MDW",2070
"3153","PVD","MDW",1373
"3154","RDU","MDW",1360
"3155","RNO","MDW",365
"3156","RSW","MDW",1096
"3157","SAN","MDW",1708
"3158","SAT","MDW",710
"3159","SDF","MDW",1685
"3160","SEA","MDW",1361
"3161","SFO","MDW",1092
"3162","SJC","MDW",659
"3163","SLC","MDW",997
"3164","SMF","MDW",683
"3165","SRQ","MDW",565
"3166","STL","MDW",3755
"3167","TPA","MDW",2218
"3168","TUS","MDW",723
"3169","ATL","MEI",674
"3170","ATL","MEM",4866
"3171","AUS","MEM",834
"3172","BDL","MEM",48
"3173","BHM","MEM",886
"3174","BNA","MEM",1020
"3175","BOS","MEM",200
"3176","BTR","MEM",999
"3177","BWI","MEM",827
"3178","CAE","MEM",706
"3179","CHA","MEM",630
"3180","CHS","MEM",714
"3181","CLE","MEM",1211
"3182","CLT","MEM",2578
"3183","CMH","MEM",1057
"3184","COS","MEM",117
"3185","CVG","MEM",1226
"3186","DCA","MEM",1043
"3187","DEN","MEM",1730
"3188","DFW","MEM",2501
"3189","DSM","MEM",751
"3190","DTW","MEM",2562
"3191","EVV","MEM",904
"3192","EWR","MEM",1192
"3193","FLL","MEM",480
"3194","FSM","MEM",478
"3195","GPT","MEM",1088
"3196","GRR","MEM",362
"3197","GSO","MEM",1043
"3198","GSP","MEM",1089
"3199","HSV","MEM",1079
"3200","IAH","MEM",3046
"3201","ICT","MEM",1092
"3202","IND","MEM",1066
"3203","JAN","MEM",1075
"3204","JAX","MEM",871
"3205","LAS","MEM",373
"3206","LAX","MEM",729
"3207","LEX","MEM",252
"3208","LGA","MEM",1605
"3209","LIT","MEM",887
"3210","MCI","MEM",1005
"3211","MCO","MEM",1434
"3212","MGM","MEM",1091
"3213","MIA","MEM",785
"3214","MKE","MEM",734
"3215","MLI","MEM",669
"3216","MOB","MEM",1094
"3217","MSN","MEM",359
"3218","MSP","MEM",2551
"3219","MSY","MEM",1003
"3220","OKC","MEM",883
"3221","OMA","MEM",763
"3222","ORD","MEM",3782
"3223","ORF","MEM",240
"3224","PFN","MEM",1095
"3225","PHL","MEM",1032
"3226","PHX","MEM",816
"3227","PIT","MEM",1005
"3228","PNS","MEM",1097
"3229","RDU","MEM",1062
"3230","RIC","MEM",292
"3231","RSW","MEM",58
"3232","SAN","MEM",109
"3233","SAT","MEM",788
"3234","SAV","MEM",764
"3235","SDF","MEM",787
"3236","SEA","MEM",350
"3237","SFO","MEM",208
"3238","SGF","MEM",1079
"3239","SHV","MEM",1094
"3240","SJU","MEM",26
"3241","STL","MEM",1048
"3242","TLH","MEM",1094
"3243","TPA","MEM",860
"3244","TRI","MEM",44
"3245","TUL","MEM",1094
"3246","TYS","MEM",1460
"3247","VPS","MEM",1045
"3248","XNA","MEM",1044
"3249","ATL","MFE",9
"3250","DFW","MFE",1439
"3251","IAH","MFE",2665
"3252","DEN","MFR",365
"3253","EUG","MFR",1
"3254","LAS","MFR",139
"3255","LAX","MFR",1
"3256","LMT","MFR",1
"3257","PDX","MFR",1543
"3258","PHX","MFR",303
"3259","SBP","MFR",1
"3260","SFO","MFR",2570
"3261","SLC","MFR",726
"3262","ATL","MGM",2513
"3263","IAH","MGM",246
"3264","MCI","MGM",1
"3265","MEM","MGM",1091
"3266","SAT","MGM",1
"3267","STX","MGM",1
"3268","ATL","MHT",695
"3269","BWI","MHT",3633
"3270","CLE","MHT",1235
"3271","CLT","MHT",705
"3272","CVG","MHT",776
"3273","DCA","MHT",306
"3274","DTW","MHT",844
"3275","EWR","MHT",1331
"3276","FLL","MHT",245
"3277","IAD","MHT",585
"3278","LAS","MHT",365
"3279","MCO","MHT",1606
"3280","MDW","MHT",1649
"3281","ORD","MHT",1144
"3282","PHL","MHT",2357
"3283","PHX","MHT",365
"3284","TPA","MHT",741
"3285","ATL","MIA",6628
"3286","BDL","MIA",366
"3287","BNA","MIA",731
"3288","BOS","MIA",2196
"3289","BWI","MIA",929
"3290","CLE","MIA",399
"3291","CLT","MIA",2970
"3292","CMH","MIA",469
"3293","CVG","MIA",1045
"3294","DCA","MIA",2987
"3295","DEN","MIA",810
"3296","DFW","MIA",3350
"3297","DTW","MIA",1227
"3298","EGE","MIA",43
"3299","EWR","MIA",2873
"3300","FLL","MIA",1
"3301","GSO","MIA",520
"3302","IAD","MIA",575
"3303","IAH","MIA",2735
"3304","IND","MIA",213
"3305","JAX","MIA",218
"3306","JFK","MIA",2737
"3307","LAS","MIA",787
"3308","LAX","MIA",2495
"3309","LGA","MIA",3586
"3310","MCI","MIA",65
"3311","MCO","MIA",2195
"3312","MDW","MIA",133
"3313","MEM","MIA",785
"3314","MSP","MIA",908
"3315","MSY","MIA",1097
"3316","ORD","MIA",3343
"3317","ORF","MIA",152
"3318","PHL","MIA",2206
"3319","PHX","MIA",366
"3320","PIT","MIA",174
"3321","RDU","MIA",1098
"3322","RIC","MIA",152
"3323","RSW","MIA",2
"3324","SDF","MIA",366
"3325","SEA","MIA",366
"3326","SFO","MIA",1098
"3327","SJU","MIA",2560
"3328","STL","MIA",731
"3329","STT","MIA",732
"3330","STX","MIA",349
"3331","TLH","MIA",831
"3332","TPA","MIA",1829
"3333","XNA","MIA",154
"3334","ATL","MKE",3610
"3335","ATW","MKE",1032
"3336","BDL","MKE",536
"3337","BHM","MKE",1
"3338","BNA","MKE",772
"3339","BOS","MKE",209
"3340","BWI","MKE",1290
"3341","CID","MKE",1
"3342","CLE","MKE",2226
"3343","CLT","MKE",243
"3344","CMH","MKE",1054
"3345","COS","MKE",1
"3346","CVG","MKE",839
"3347","CWA","MKE",285
"3348","DAY","MKE",609
"3349","DCA","MKE",122
"3350","DEN","MKE",1587
"3351","DFW","MKE",745
"3352","DSM","MKE",722
"3353","DTW","MKE",1742
"3354","EWR","MKE",2523
"3355","FLL","MKE",43
"3356","FNT","MKE",838
"3357","GRB","MKE",774
"3358","GRR","MKE",1244
"3359","IAH","MKE",1673
"3360","IND","MKE",738
"3361","LAS","MKE",530
"3362","LAX","MKE",355
"3363","LGA","MKE",592
"3364","MCI","MKE",3
"3365","MCO","MKE",831
"3366","MEM","MKE",744
"3367","MKG","MKE",263
"3368","MQT","MKE",356
"3369","MSN","MKE",1293
"3370","MSP","MKE",3619
"3371","OMA","MKE",701
"3372","ORD","MKE",3400
"3373","PHL","MKE",774
"3374","PHX","MKE",866
"3375","PIT","MKE",1083
"3376","RDU","MKE",490
"3377","RSW","MKE",225
"3378","SAN","MKE",106
"3379","SDF","MKE",257
"3380","SEA","MKE",121
"3381","SFO","MKE",115
"3382","SLC","MKE",5
"3383","STL","MKE",321
"3384","TPA","MKE",178
"3385","FNT","MKG",105
"3386","GRR","MKG",23
"3387","MKE","MKG",264
"3388","ATL","MLB",2000
"3389","LGA","MLB",2
"3390","ATL","MLI",2590
"3391","CWA","MLI",1
"3392","DEN","MLI",723
"3393","DFW","MLI",588
"3394","DTW","MLI",745
"3395","LAS","MLI",50
"3396","MCO","MLI",172
"3397","MEM","MLI",668
"3398","MSP","MLI",450
"3399","ORD","MLI",2579
"3400","ATL","MLU",983
"3401","DFW","MLU",964
"3402","IAH","MLU",580
"3403","ATL","MOB",2224
"3404","DFW","MOB",1398
"3405","IAH","MOB",1420
"3406","MEM","MOB",1094
"3407","ORD","MOB",210
"3408","LAX","MOD",659
"3409","MFR","MOD",1
"3410","SFO","MOD",1665
"3411","MSP","MOT",1085
"3412","GRB","MQT",323
"3413","MKE","MQT",357
"3414","ORD","MQT",313
"3415","ACV","MRY",2
"3416","CIC","MRY",1
"3417","DEN","MRY",363
"3418","FAT","MRY",2
"3419","LAS","MRY",14
"3420","LAX","MRY",2763
"3421","LGB","MRY",436
"3422","ONT","MRY",246
"3423","PHX","MRY",911
"3424","SAN","MRY",446
"3425","SBA","MRY",1
"3426","SBP","MRY",2
"3427","SFO","MRY",2410
"3428","SLC","MRY",6
"3429","ASE","MSN",1
"3430","ATL","MSN",384
"3431","CLE","MSN",317
"3432","CVG","MSN",259
"3433","DCA","MSN",287
"3434","DEN","MSN",1003
"3435","DFW","MSN",946
"3436","DTW","MSN",1603
"3437","EWR","MSN",313
"3438","FSD","MSN",1
"3439","LGA","MSN",620
"3440","MCI","MSN",250
"3441","MEM","MSN",359
"3442","MKE","MSN",1294
"3443","MSP","MSN",1438
"3444","ORD","MSN",4878
"3445","PDX","MSN",1
"3446","ROA","MSN",1
"3447","TVC","MSN",1
"3448","DEN","MSO",1108
"3449","MSP","MSO",189
"3450","ORD","MSO",105
"3451","SFO","MSO",12
"3452","SLC","MSO",1845
"3453","ABQ","MSP",677
"3454","ALB","MSP",57
"3455","ALO","MSP",323
"3456","ANC","MSP",826
"3457","ATL","MSP",5368
"3458","ATW","MSP",90
"3459","AUS","MSP",55
"3460","AVL","MSP",364
"3461","AZO","MSP",245
"3462","BDL","MSP",986
"3463","BGR","MSP",11
"3464","BIL","MSP",820
"3465","BIS","MSP",1052
"3466","BJI","MSP",74
"3467","BNA","MSP",785
"3468","BOI","MSP",807
"3469","BOS","MSP",1635
"3470","BTV","MSP",75
"3471","BUF","MSP",227
"3472","BWI","MSP",974
"3473","BZN","MSP",878
"3474","CHS","MSP",27
"3475","CID","MSP",416
"3476","CLE","MSP",1693
"3477","CLT","MSP",1816
"3478","CMH","MSP",1076
"3479","CMX","MSP",318
"3480","COS","MSP",450
"3481","CPR","MSP",32
"3482","CVG","MSP",1745
"3483","CWA","MSP",13
"3484","DAY","MSP",692
"3485","DCA","MSP",2199
"3486","DEN","MSP",5011
"3487","DFW","MSP",2810
"3488","DLH","MSP",1292
"3489","DSM","MSP",1012
"3490","DTW","MSP",4947
"3491","EGE","MSP",112
"3492","EWR","MSP",3103
"3493","FAI","MSP",205
"3494","FAR","MSP",1743
"3495","FCA","MSP",210
"3496","FLL","MSP",475
"3497","FNT","MSP",354
"3498","FSD","MSP",1927
"3499","FWA","MSP",241
"3500","GEG","MSP",826
"3501","GFK","MSP",1371
"3502","GRB","MSP",1431
"3503","GRR","MSP",1516
"3504","GSO","MSP",365
"3505","GTF","MSP",196
"3506","HDN","MSP",112
"3507","HLN","MSP",365
"3508","HNL","MSP",366
"3509","IAD","MSP",712
"3510","IAH","MSP",2466
"3511","ICT","MSP",714
"3512","IDA","MSP",336
"3513","IND","MSP",1700
"3514","INL","MSP",72
"3515","JAC","MSP",117
"3516","JAX","MSP",200
"3517","JFK","MSP",1441
"3518","LAN","MSP",157
"3519","LAS","MSP",2464
"3520","LAX","MSP",2392
"3521","LGA","MSP",2719
"3522","LIT","MSP",157
"3523","LNK","MSP",106
"3524","LSE","MSP",434
"3525","MBS","MSP",117
"3526","MCI","MSP",2136
"3527","MCO","MSP",1929
"3528","MDT","MSP",197
"3529","MDW","MSP",1476
"3530","MEM","MSP",2845
"3531","MIA","MSP",907
"3532","MKE","MSP",3464
"3533","MLI","MSP",442
"3534","MOT","MSP",1085
"3535","MSN","MSP",1439
"3536","MSO","MSP",189
"3537","MSY","MSP",16
"3538","MYR","MSP",27
"3539","OKC","MSP",617
"3540","OMA","MSP",1163
"3541","ORD","MSP",9688
"3542","ORF","MSP",123
"3543","PDX","MSP",1502
"3544","PHL","MSP",1749
"3545","PHX","MSP",3508
"3546","PIR","MSP",3
"3547","PIT","MSP",1050
"3548","PSP","MSP",214
"3549","PVD","MSP",6
"3550","PWM","MSP",42
"3551","RAP","MSP",877
"3552","RDU","MSP",726
"3553","RHI","MSP",221
"3554","RIC","MSP",340
"3555","ROC","MSP",136
"3556","RST","MSP",817
"3557","RSW","MSP",647
"3558","SAN","MSP",1333
"3559","SAT","MSP",191
"3560","SAV","MSP",27
"3561","SBN","MSP",365
"3562","SDF","MSP",780
"3563","SEA","MSP",2474
"3564","SFO","MSP",1984
"3565","SGF","MSP",360
"3566","SJC","MSP",695
"3567","SJU","MSP",26
"3568","SLC","MSP",2191
"3569","SMF","MSP",810
"3570","SNA","MSP",1036
"3571","STL","MSP",1696
"3572","SUX","MSP",122
"3573","TPA","MSP",1005
"3574","TUL","MSP",717
"3575","TUS","MSP",439
"3576","TVC","MSP",347
"3577","TYS","MSP",365
"3578","XNA","MSP",676
"3579","ATL","MSY",4695
"3580","AUS","MSY",444
"3581","BHM","MSY",1008
"3582","BNA","MSY",1012
"3583","BOS","MSY",254
"3584","BTR","MSY",1
"3585","BWI","MSY",392
"3586","CLE","MSY",54
"3587","CLT","MSY",1466
"3588","CVG","MSY",195
"3589","DAL","MSY",2096
"3590","DCA","MSY",408
"3591","DEN","MSY",1174
"3592","DFW","MSY",2501
"3593","DTW","MSY",68
"3594","EWR","MSY",1139
"3595","FLL","MSY",593
"3596","HOU","MSY",3726
"3597","IAD","MSY",413
"3598","IAH","MSY",4248
"3599","ICT","MSY",1
"3600","IND","MSY",10
"3601","JAX","MSY",470
"3602","JFK","MSY",1070
"3603","LAS","MSY",726
"3604","LAX","MSY",930
"3605","LGA","MSY",512
"3606","MCI","MSY",462
"3607","MCO","MSY",1568
"3608","MDW","MSY",391
"3609","MEM","MSY",1004
"3610","MIA","MSY",1098
"3611","ORD","MSY",1502
"3612","PHL","MSY",1107
"3613","PHX","MSY",365
"3614","RDU","MSY",474
"3615","SAT","MSY",430
"3616","SLC","MSY",328
"3617","TPA","MSY",1088
"3618","ATL","MTJ",37
"3619","DEN","MTJ",1592
"3620","DFW","MTJ",231
"3621","EWR","MTJ",21
"3622","IAH","MTJ",261
"3623","LAX","MTJ",18
"3624","ORD","MTJ",30
"3625","SLC","MTJ",229
"3626","ATL","MYR",1853
"3627","BOS","MYR",45
"3628","CLT","MYR",2217
"3629","CVG","MYR",13
"3630","DTW","MYR",287
"3631","EWR","MYR",234
"3632","IAD","MYR",533
"3633","LGA","MYR",123
"3634","MSP","MYR",27
"3635","ATL","OAJ",1178
"3636","CLT","OAJ",6
"3637","ABQ","OAK",1016
"3638","ATL","OAK",90
"3639","AUS","OAK",236
"3640","BNA","OAK",363
"3641","BOI","OAK",666
"3642","BOS","OAK",516
"3643","BUR","OAK",5423
"3644","DEN","OAK",3100
"3645","DFW","OAK",724
"3646","FLL","OAK",13
"3647","GEG","OAK",719
"3648","HNL","OAK",121
"3649","HOU","OAK",713
"3650","IAD","OAK",841
"3651","IAH","OAK",722
"3652","JFK","OAK",1177
"3653","KOA","OAK",4
"3654","LAS","OAK",4693
"3655","LAX","OAK",7583
"3656","LGB","OAK",1631
"3657","MCI","OAK",686
"3658","MDW","OAK",1719
"3659","OGG","OAK",60
"3660","ONT","OAK",3697
"3661","ORD","OAK",59
"3662","PDX","OAK",2471
"3663","PHX","OAK",4150
"3664","RNO","OAK",1322
"3665","SAN","OAK",5831
"3666","SEA","OAK",5095
"3667","SLC","OAK",3134
"3668","SNA","OAK",3652
"3669","TUS","OAK",306
"3670","FAT","OGD",1
"3671","SLC","OGD",1
"3672","ANC","OGG",27
"3673","DEN","OGG",163
"3674","DFW","OGG",366
"3675","HNL","OGG",12014
"3676","ITO","OGG",366
"3677","KOA","OGG",793
